Unnamed: 0, where, what, value,ass2,ass8,ass16,ass4bank4,lat100,ln_sim_ass_2
34, GPU[1].SA[1].CU[3], simd_CPI, 7.737951807229, 7.737951807229, 7.737951807229, 7.737951807229, 7.737951807229, 7.979062811565,3.559304131519
35, GPU[1].SA[2].CU[0], cu_inst_count, 1568.000000000000, 1568.000000000000, 1568.000000000000, 1568.000000000000, 1568.000000000000, 1568.000000000000,3921568.0
36, GPU[1].SA[2].CU[0], cu_CPI, 4.915178571429, 4.915178571429, 4.915178571429, 4.915178571429, 4.915178571429, 5.103954081633,2.555545128887
37, GPU[1].SA[2].CU[0], simd_inst_count, 996.000000000000, 996.000000000000, 996.000000000000, 996.000000000000, 996.000000000000, 1003.000000000000,2816901.0
38, GPU[1].SA[2].CU[0], simd_CPI, 7.737951807229, 7.737951807229, 7.737951807229, 7.737951807229, 7.737951807229, 7.979062811565,3.557719635869
39, GPU[1].SA[2].CU[1], cu_inst_count, 1568.000000000000, 1568.000000000000, 1568.000000000000, 1568.000000000000, 1568.000000000000, 1568.000000000000,3920000.0
40, GPU[1].SA[2].CU[1], cu_CPI, 4.915178571429, 4.915178571429, 4.915178571429, 4.915178571429, 4.915178571429, 5.103954081633,2.556567346939
41, GPU[1].SA[2].CU[1], simd_inst_count, 996.000000000000, 996.000000000000, 996.000000000000, 996.000000000000, 996.000000000000, 1003.000000000000,2812897.0
42, GPU[1].SA[2].CU[1], simd_CPI, 7.737951807229, 7.737951807229, 7.737951807229, 7.737951807229, 7.737951807229, 7.979062811565,3.562783848822
43, GPU[1].SA[2].CU[2], cu_inst_count, 1568.000000000000, 1568.000000000000, 1568.000000000000, 1568.000000000000, 1568.000000000000, 1568.000000000000,3918432.0
44, GPU[1].SA[2].CU[2], cu_CPI, 4.915178571429, 4.915178571429, 4.915178571429, 4.915178571429, 4.915178571429, 5.103954081633,2.557590383092
45, GPU[1].SA[2].CU[2], simd_inst_count, 996.000000000000, 996.000000000000, 996.000000000000, 996.000000000000, 996.000000000000, 1003.000000000000,2816477.0
46, GPU[1].SA[2].CU[2], simd_CPI, 7.737951807229, 7.737951807229, 7.737951807229, 7.737951807229, 7.737951807229, 7.979062811565,3.558255224523
47, GPU[1].SA[2].CU[3], cu_inst_count, 1568.000000000000, 1568.000000000000, 1568.000000000000, 1568.000000000000, 1568.000000000000, 1568.000000000000,3920000.0
48, GPU[1].SA[2].CU[3], cu_CPI, 4.915178571429, 4.915178571429, 4.915178571429, 4.915178571429, 4.915178571429, 5.103954081633,2.556567346939
49, GPU[1].SA[2].CU[3], simd_inst_count, 996.000000000000, 996.000000000000, 996.000000000000, 996.000000000000, 996.000000000000, 1003.000000000000,2815024.0
50, GPU[1].SA[2].CU[3], simd_CPI, 7.737951807229, 7.737951807229, 7.737951807229, 7.737951807229, 7.737951807229, 7.979062811565,3.560091850016
51, GPU[1].SA[3].CU[0], cu_inst_count, 1568.000000000000, 1568.000000000000, 1568.000000000000, 1568.000000000000, 1568.000000000000, 1568.000000000000,3920000.0
52, GPU[1].SA[3].CU[0], cu_CPI, 4.915178571429, 4.915178571429, 4.915178571429, 4.915178571429, 4.915178571429, 5.103954081633,2.556567346939
53, GPU[1].SA[3].CU[0], simd_inst_count, 996.000000000000, 996.000000000000, 996.000000000000, 996.000000000000, 996.000000000000, 1003.000000000000,2813654.0
54, GPU[1].SA[3].CU[0], simd_CPI, 7.737951807229, 7.737951807229, 7.737951807229, 7.737951807229, 7.737951807229, 7.979062811565,3.56182529906
55, GPU[1].SA[3].CU[1], cu_inst_count, 1568.000000000000, 1568.000000000000, 1568.000000000000, 1568.000000000000, 1568.000000000000, 1568.000000000000,3920000.0
56, GPU[1].SA[3].CU[1], cu_CPI, 4.915178571429, 4.915178571429, 4.915178571429, 4.915178571429, 4.915178571429, 5.103954081633,2.556567346939
57, GPU[1].SA[3].CU[1], simd_inst_count, 996.000000000000, 996.000000000000, 996.000000000000, 996.000000000000, 996.000000000000, 1003.000000000000,2814215.0
58, GPU[1].SA[3].CU[1], simd_CPI, 7.737951807229, 7.737951807229, 7.737951807229, 7.737951807229, 7.737951807229, 7.979062811565,3.561115266602
59, GPU[1].SA[3].CU[2], cu_inst_count, 1568.000000000000, 1568.000000000000, 1568.000000000000, 1568.000000000000, 1568.000000000000, 1568.000000000000,3921568.0
60, GPU[1].SA[3].CU[2], cu_CPI, 4.915178571429, 4.915178571429, 4.915178571429, 4.915178571429, 4.915178571429, 5.103954081633,2.555545128887
61, GPU[1].SA[3].CU[2], simd_inst_count, 996.000000000000, 996.000000000000, 996.000000000000, 996.000000000000, 996.000000000000, 1003.000000000000,2815888.0
62, GPU[1].SA[3].CU[2], simd_CPI, 7.737951807229, 7.737951807229, 7.737951807229, 7.737951807229, 7.737951807229, 7.979062811565,3.558999505662
63, GPU[1].SA[3].CU[3], cu_inst_count, 1568.000000000000, 1568.000000000000, 1568.000000000000, 1568.000000000000, 1568.000000000000, 1568.000000000000,3921568.0
64, GPU[1].SA[3].CU[3], cu_CPI, 4.915178571429, 4.915178571429, 4.915178571429, 4.915178571429, 4.915178571429, 5.103954081633,2.555545128887
65, GPU[1].SA[3].CU[3], simd_inst_count, 969.000000000000, 969.000000000000, 969.000000000000, 969.000000000000, 969.000000000000, 970.000000000000,2815246.0
66, GPU[1].SA[3].CU[3], simd_CPI, 7.953560371517, 7.953560371517, 7.953560371517, 7.953560371517, 7.953560371517, 8.250515463918,3.559811114197
67, GPU[1].SA[4].CU[0], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3921568.0
68, GPU[1].SA[4].CU[0], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.555545128887
69, GPU[1].SA[4].CU[0], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2813736.0
70, GPU[1].SA[4].CU[0], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.561721497681
71, GPU[1].SA[4].CU[1], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3918432.0
72, GPU[1].SA[4].CU[1], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.557590383092
73, GPU[1].SA[4].CU[1], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2813843.0
74, GPU[1].SA[4].CU[1], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.561586058639
75, GPU[1].SA[4].CU[2], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0
76, GPU[1].SA[4].CU[2], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939
77, GPU[1].SA[4].CU[2], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2816516.0
78, GPU[1].SA[4].CU[2], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.558205953739
79, GPU[1].SA[4].CU[3], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0
80, GPU[1].SA[4].CU[3], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939
81, GPU[1].SA[4].CU[3], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2812874.0
82, GPU[1].SA[4].CU[3], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.562812980603
83, GPU[1].SA[5].CU[0], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3921568.0
84, GPU[1].SA[5].CU[0], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.555545128887
85, GPU[1].SA[5].CU[0], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2813785.0
86, GPU[1].SA[5].CU[0], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.561659472916
87, GPU[1].SA[5].CU[1], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3921568.0
88, GPU[1].SA[5].CU[1], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.555545128887
89, GPU[1].SA[5].CU[1], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2814551.0
90, GPU[1].SA[5].CU[1], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.560690142051
91, GPU[1].SA[5].CU[2], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0
92, GPU[1].SA[5].CU[2], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939
93, GPU[1].SA[5].CU[2], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2813470.0
94, GPU[1].SA[5].CU[2], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.562058241247
95, GPU[1].SA[5].CU[3], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0
96, GPU[1].SA[5].CU[3], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939
97, GPU[1].SA[5].CU[3], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2814535.0
98, GPU[1].SA[5].CU[3], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.560710383776
99, GPU[1].SA[6].CU[0], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0
100, GPU[1].SA[6].CU[0], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939
101, GPU[1].SA[6].CU[0], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2812623.0
102, GPU[1].SA[6].CU[0], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.563130927963
103, GPU[1].SA[6].CU[1], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0
104, GPU[1].SA[6].CU[1], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939
105, GPU[1].SA[6].CU[1], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2813142.0
106, GPU[1].SA[6].CU[1], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.562473561591
107, GPU[1].SA[6].CU[2], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0
108, GPU[1].SA[6].CU[2], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939
109, GPU[1].SA[6].CU[2], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2814617.0
110, GPU[1].SA[6].CU[2], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.56060664737
111, GPU[1].SA[6].CU[3], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0
112, GPU[1].SA[6].CU[3], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939
113, GPU[1].SA[6].CU[3], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2814152.0
114, GPU[1].SA[6].CU[3], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.561194988757
115, GPU[1].SA[7].CU[0], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0
116, GPU[1].SA[7].CU[0], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939
117, GPU[1].SA[7].CU[0], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2814235.0
118, GPU[1].SA[7].CU[0], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.561089958728
119, GPU[1].SA[7].CU[1], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0
120, GPU[1].SA[7].CU[1], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939
121, GPU[1].SA[7].CU[1], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2815240.0
122, GPU[1].SA[7].CU[1], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.55981870107
123, GPU[1].SA[7].CU[2], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0
124, GPU[1].SA[7].CU[2], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939
125, GPU[1].SA[7].CU[2], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2816910.0
126, GPU[1].SA[7].CU[2], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.55770826899
127, GPU[1].SA[7].CU[3], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0
128, GPU[1].SA[7].CU[3], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939
129, GPU[1].SA[7].CU[3], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2814143.0
130, GPU[1].SA[7].CU[3], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.561206377927
131, GPU[1].SA[8].CU[0], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0
132, GPU[1].SA[8].CU[0], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939
133, GPU[1].SA[8].CU[0], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2814346.0
134, GPU[1].SA[8].CU[0], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.560949506564
135, GPU[1].SA[8].CU[1], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3921568.0
136, GPU[1].SA[8].CU[1], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.555545128887
137, GPU[1].SA[8].CU[1], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2817582.0
138, GPU[1].SA[8].CU[1], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.556859747116
139, GPU[1].SA[8].CU[2], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0
140, GPU[1].SA[8].CU[2], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939
141, GPU[1].SA[8].CU[2], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2815757.0
142, GPU[1].SA[8].CU[2], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.559165084203
143, GPU[1].SA[8].CU[3], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3918432.0
144, GPU[1].SA[8].CU[3], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.557590383092
145, GPU[1].SA[8].CU[3], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2811244.0
146, GPU[1].SA[8].CU[3], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.564878751186
147, GPU[1].SA[9].CU[0], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3921568.0
148, GPU[1].SA[9].CU[0], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.555545128887
149, GPU[1].SA[9].CU[0], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2814445.0
150, GPU[1].SA[9].CU[0], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.560824247765
151, GPU[1].SA[9].CU[1], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3918432.0
152, GPU[1].SA[9].CU[1], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.557590383092
153, GPU[1].SA[9].CU[1], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2812094.0
154, GPU[1].SA[9].CU[1], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.563801210059
155, GPU[1].SA[9].CU[2], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0
156, GPU[1].SA[9].CU[2], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939
157, GPU[1].SA[9].CU[2], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2813905.0
158, GPU[1].SA[9].CU[2], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.561507584655
159, GPU[1].SA[9].CU[3], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0
160, GPU[1].SA[9].CU[3], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939
161, GPU[1].SA[9].CU[3], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2810857.0
162, GPU[1].SA[9].CU[3], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.565369565225
163, GPU[1].SA[10].CU[0], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3921568.0
164, GPU[1].SA[10].CU[0], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.555545128887
165, GPU[1].SA[10].CU[0], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2812236.0
166, GPU[1].SA[10].CU[0], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.563621260805
167, GPU[1].SA[10].CU[1], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0
168, GPU[1].SA[10].CU[1], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939
169, GPU[1].SA[10].CU[1], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2814407.0
170, GPU[1].SA[10].CU[1], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.560872325858
171, GPU[1].SA[10].CU[2], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3921568.0
172, GPU[1].SA[10].CU[2], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.555545128887
173, GPU[1].SA[10].CU[2], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2814721.0
174, GPU[1].SA[10].CU[2], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.560475087939
175, GPU[1].SA[10].CU[3], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3921568.0
176, GPU[1].SA[10].CU[3], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.555545128887
177, GPU[1].SA[10].CU[3], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2814885.0
178, GPU[1].SA[10].CU[3], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.56026764859
179, GPU[1].SA[11].CU[0], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0
180, GPU[1].SA[11].CU[0], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939
181, GPU[1].SA[11].CU[0], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2816403.0
182, GPU[1].SA[11].CU[0], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.55834871643
183, GPU[1].SA[11].CU[1], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0
184, GPU[1].SA[11].CU[1], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939
185, GPU[1].SA[11].CU[1], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2813200.0
