Unnamed: 0, where, what, value,ass2,ass8,ass16,ass4bank4,lat100,ln_sim_ass_2,ln_sim_ass_4
73, GPU[1].SA[4].CU[1], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2813843.0,2813836.0
74, GPU[1].SA[4].CU[1], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.561586058639,3.561459516475
75, GPU[1].SA[4].CU[2], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0,3918432.0
76, GPU[1].SA[4].CU[2], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939,2.557493150321
77, GPU[1].SA[4].CU[2], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2816516.0,2814697.0
78, GPU[1].SA[4].CU[2], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.558205953739,3.560370086016
79, GPU[1].SA[4].CU[3], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0,3921568.0
80, GPU[1].SA[4].CU[3], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939,2.555447973872
81, GPU[1].SA[4].CU[3], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2812874.0,2815152.0
82, GPU[1].SA[4].CU[3], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.562812980603,3.559794639863
83, GPU[1].SA[5].CU[0], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3921568.0,3920000.0
84, GPU[1].SA[5].CU[0], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.555545128887,2.556470153061
85, GPU[1].SA[5].CU[0], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2813785.0,2814221.0
86, GPU[1].SA[5].CU[0], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.561659472916,3.560972290378
87, GPU[1].SA[5].CU[1], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3921568.0,3920000.0
88, GPU[1].SA[5].CU[1], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.555545128887,2.556470153061
89, GPU[1].SA[5].CU[1], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2814551.0,2814102.0
90, GPU[1].SA[5].CU[1], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.560690142051,3.5611228733
91, GPU[1].SA[5].CU[2], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0,3920000.0
92, GPU[1].SA[5].CU[2], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939,2.556470153061
93, GPU[1].SA[5].CU[2], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2813470.0,2812543.0
94, GPU[1].SA[5].CU[2], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.562058241247,3.563096813098
95, GPU[1].SA[5].CU[3], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0,3920000.0
96, GPU[1].SA[5].CU[3], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939,2.556470153061
97, GPU[1].SA[5].CU[3], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2814535.0,2817141.0
98, GPU[1].SA[5].CU[3], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.560710383776,3.557281300439
99, GPU[1].SA[6].CU[0], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0,3920000.0
100, GPU[1].SA[6].CU[0], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939,2.556470153061
101, GPU[1].SA[6].CU[0], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2812623.0,2813457.0
102, GPU[1].SA[6].CU[0], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.563130927963,3.561939279683
103, GPU[1].SA[6].CU[1], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0,3921568.0
104, GPU[1].SA[6].CU[1], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939,2.555447973872
105, GPU[1].SA[6].CU[1], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2813142.0,2814527.0
106, GPU[1].SA[6].CU[1], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.562473561591,3.56058513562
107, GPU[1].SA[6].CU[2], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0,3920000.0
108, GPU[1].SA[6].CU[2], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939,2.556470153061
109, GPU[1].SA[6].CU[2], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2814617.0,2814699.0
110, GPU[1].SA[6].CU[2], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.56060664737,3.560367556176
111, GPU[1].SA[6].CU[3], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0,3920000.0
112, GPU[1].SA[6].CU[3], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939,2.556470153061
113, GPU[1].SA[6].CU[3], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2814152.0,2814001.0
114, GPU[1].SA[6].CU[3], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.561194988757,3.561250688966
115, GPU[1].SA[7].CU[0], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0,3921568.0
116, GPU[1].SA[7].CU[0], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939,2.555447973872
117, GPU[1].SA[7].CU[0], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2814235.0,2814953.0
118, GPU[1].SA[7].CU[0], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.561089958728,3.560046295622
119, GPU[1].SA[7].CU[1], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0,3920000.0
120, GPU[1].SA[7].CU[1], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939,2.556470153061
121, GPU[1].SA[7].CU[1], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2815240.0,2813391.0
122, GPU[1].SA[7].CU[1], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.55981870107,3.562022840053
123, GPU[1].SA[7].CU[2], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0,3920000.0
124, GPU[1].SA[7].CU[2], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939,2.556470153061
125, GPU[1].SA[7].CU[2], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2816910.0,2814206.0
126, GPU[1].SA[7].CU[2], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.55770826899,3.560991270717
127, GPU[1].SA[7].CU[3], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0,3920000.0
128, GPU[1].SA[7].CU[3], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939,2.556470153061
129, GPU[1].SA[7].CU[3], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2814143.0,2813686.0
130, GPU[1].SA[7].CU[3], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.561206377927,3.561649380919
131, GPU[1].SA[8].CU[0], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0,3921568.0
132, GPU[1].SA[8].CU[0], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939,2.555447973872
133, GPU[1].SA[8].CU[0], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2814346.0,2813844.0
134, GPU[1].SA[8].CU[0], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.560949506564,3.56144939094
135, GPU[1].SA[8].CU[1], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3921568.0,3920000.0
136, GPU[1].SA[8].CU[1], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.555545128887,2.556470153061
137, GPU[1].SA[8].CU[1], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2817582.0,2813689.0
138, GPU[1].SA[8].CU[1], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.556859747116,3.561645583432
139, GPU[1].SA[8].CU[2], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0,3920000.0
140, GPU[1].SA[8].CU[2], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939,2.556470153061
141, GPU[1].SA[8].CU[2], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2815757.0,2815050.0
142, GPU[1].SA[8].CU[2], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.559165084203,3.559923624802
143, GPU[1].SA[8].CU[3], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3918432.0,3920000.0
144, GPU[1].SA[8].CU[3], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.557590383092,2.556470153061
145, GPU[1].SA[8].CU[3], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2811244.0,2815628.0
146, GPU[1].SA[8].CU[3], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.564878751186,3.559192833712
147, GPU[1].SA[9].CU[0], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3921568.0,3921568.0
148, GPU[1].SA[9].CU[0], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.555545128887,2.555447973872
149, GPU[1].SA[9].CU[0], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2814445.0,2818751.0
150, GPU[1].SA[9].CU[0], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.560824247765,3.555249470421
151, GPU[1].SA[9].CU[1], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3918432.0,3920000.0
152, GPU[1].SA[9].CU[1], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.557590383092,2.556470153061
153, GPU[1].SA[9].CU[1], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2812094.0,2815623.0
154, GPU[1].SA[9].CU[1], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.563801210059,3.559199154148
155, GPU[1].SA[9].CU[2], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0,3918432.0
156, GPU[1].SA[9].CU[2], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939,2.557493150321
157, GPU[1].SA[9].CU[2], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2813905.0,2814626.0
158, GPU[1].SA[9].CU[2], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.561507584655,3.560459897692
159, GPU[1].SA[9].CU[3], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0,3920000.0
160, GPU[1].SA[9].CU[3], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.556567346939,2.556470153061
161, GPU[1].SA[9].CU[3], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2810857.0,2811918.0
162, GPU[1].SA[9].CU[3], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.565369565225,3.563888776273
163, GPU[1].SA[10].CU[0], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3921568.0,3921568.0
164, GPU[1].SA[10].CU[0], cu_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,2.555545128887,2.555447973872
165, GPU[1].SA[10].CU[0], simd_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,2812236.0,2813934.0
166, GPU[1].SA[10].CU[0], simd_CPI, +Inf, +Inf, +Inf, +Inf, +Inf, +Inf,3.563621260805,3.561335482637
167, GPU[1].SA[10].CU[1], cu_inst_count, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000, 0.000000000000,3920000.0,3920000.0
